mean_degree,degree_variance,density,radius_by_leaps,diameter_by_leaps,min_length,max_length,radius_by_length,diameter_by_length,total_data_rate,block_rate
2.8,4.844444444444445,0.3111111111111111,1,2,412.3553057760516,3202.220632439111,3202.220632439111,5543.945991974154,4920,0.6
2.8,4.844444444444445,0.3111111111111111,1,2,412.3553057760516,3202.220632439111,3202.220632439111,6117.781690901911,4020,0.6
2.8,4.844444444444445,0.3111111111111111,1,2,412.3553057760516,3202.220632439111,3202.220632439111,6117.781690901911,3920,0.6222222222222222
2.8,4.844444444444445,0.3111111111111111,1,2,412.3553057760516,3202.220632439111,3202.220632439111,5543.945991974154,4020,0.6
2.8,4.844444444444445,0.3111111111111111,1,2,412.3553057760516,3202.220632439111,3202.220632439111,6117.781690901911,4020,0.6
2.8,4.844444444444445,0.3111111111111111,1,2,412.3553057760516,3202.220632439111,3202.220632439111,6117.781690901911,3920,0.6222222222222222
2.8,4.844444444444445,0.3111111111111111,1,2,412.3553057760516,3202.220632439111,3202.220632439111,5543.945991974154,4120,0.6
2.8,4.844444444444445,0.3111111111111111,1,2,412.3553057760516,3202.220632439111,3202.220632439111,6117.781690901911,4020,0.6
2.8,4.844444444444445,0.3111111111111111,1,2,412.3553057760516,3202.220632439111,3202.220632439111,6117.781690901911,4020,0.6
2.8,4.844444444444445,0.3111111111111111,1,2,412.3553057760516,3202.220632439111,3202.220632439111,6117.781690901911,3780,0.6444444444444445
2.8,4.844444444444445,0.3111111111111111,1,2,412.3553057760516,3202.220632439111,3202.220632439111,6117.781690901911,3780,0.6444444444444445
2.8,4.844444444444445,0.3111111111111111,1,2,412.3553057760516,3202.220632439111,3202.220632439111,6117.781690901911,4780,0.6222222222222222
2.8,4.844444444444445,0.3111111111111111,1,2,412.3553057760516,3202.220632439111,3202.220632439111,6117.781690901911,3580,0.6888888888888889
2.8,4.844444444444445,0.3111111111111111,1,2,412.3553057760516,3202.220632439111,3202.220632439111,6117.781690901911,3680,0.6666666666666666
2.8,4.844444444444445,0.3111111111111111,1,2,412.3553057760516,3202.220632439111,3202.220632439111,6117.781690901911,4680,0.6444444444444445
2.8,4.844444444444445,0.3111111111111111,1,2,412.3553057760516,3202.220632439111,3202.220632439111,5543.945991974154,4660,0.6222222222222222
2.8,4.844444444444445,0.3111111111111111,1,2,412.3553057760516,3202.220632439111,3202.220632439111,6117.781690901911,1680,0.7777777777777778
2.8,4.844444444444445,0.3111111111111111,1,2,412.3553057760516,3202.220632439111,3202.220632439111,6117.781690901911,1580,0.8
2.8,4.844444444444445,0.3111111111111111,1,2,294.4695548715736,3202.220632439111,3202.220632439111,5543.945991974154,4920,0.6
2.8,4.844444444444445,0.3111111111111111,1,2,294.4695548715736,3202.220632439111,3202.220632439111,6117.781690901911,2780,0.7555555555555555
